[DEV] 2023/07/29 - 20:43:37 服务器开启成功!
[GIN-debug] [WARNING] Creating an Engine instance with the Logger and Recovery middleware already attached.

[GIN-debug] [WARNING] Running in "debug" mode. Switch to "release" mode in production.
 - using env:	export GIN_MODE=release
 - using code:	gin.SetMode(gin.ReleaseMode)

[GIN-debug] POST   /douyin/user/register/    --> tiktok/go/controller.Register (3 handlers)
[GIN-debug] POST   /douyin/user/login/       --> tiktok/go/controller.Login (3 handlers)
[GIN-debug] GET    /douyin/user/             --> tiktok/go/controller.UserInfo (4 handlers)
[GIN-debug] GET    /douyin/feed/             --> tiktok/go/controller.VideoStream (3 handlers)
[GIN-debug] POST   /douyin/publish/action/   --> tiktok/go/controller.VideoPublish (4 handlers)
[GIN-debug] GET    /douyin/publish/list/     --> tiktok/go/controller.VideoList (3 handlers)
[GIN-debug] POST   /douyin/favorite/action/  --> tiktok/go/controller.LikeVideoByUserID (4 handlers)
[GIN-debug] GET    /douyin/favorite/list/    --> tiktok/go/controller.UserFavoriteList (3 handlers)
[GIN-debug] POST   /douyin/comment/action/   --> tiktok/go/controller.CommentVideo (4 handlers)
[GIN-debug] GET    /douyin/comment/list/     --> tiktok/go/controller.CommentList (3 handlers)
[GIN-debug] POST   /douyin/relation/action/  --> tiktok/go/controller.FollowUser (4 handlers)
[GIN-debug] GET    /douyin/relation/follow/list/ --> tiktok/go/controller.FollowList (4 handlers)
[GIN-debug] GET    /douyin/relation/follower/list/ --> tiktok/go/controller.FollowerList (4 handlers)
[GIN-debug] GET    /douyin/relation/friend/list/ --> tiktok/go/controller.FriendList (4 handlers)
[GIN-debug] GET    /douyin/message/chat/     --> tiktok/go/controller.MessageChat (4 handlers)
[GIN-debug] POST   /douyin/message/action/   --> tiktok/go/controller.MessageAction (4 handlers)
[GIN-debug] [WARNING] You trusted all proxies, this is NOT safe. We recommend you to set a value.
Please check https://pkg.go.dev/github.com/gin-gonic/gin#readme-don-t-trust-all-proxies for details.
[GIN-debug] Listening and serving HTTP on :8000
[GIN] 2023/07/29 - 20:43:54 | 200 |    1.2958154s |   192.168.0.103 | GET      "/douyin/favorite/list/?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJpZCI6MSwiaXNzIjoidGlrdG9rIiwibmJmIjoxNjkwNjI3MzM2LCJzdWIiOiLnlKjmiLdJZCJ9.bAp8FYvDdS6BeDFTU1im79ybCPqR3TsGegyt0VIQroY&user_id=1"
[GIN] 2023/07/29 - 20:43:55 | 200 |    2.0870301s |   192.168.0.103 | GET      "/douyin/publish/list/?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJpZCI6MSwiaXNzIjoidGlrdG9rIiwibmJmIjoxNjkwNjI3MzM2LCJzdWIiOiLnlKjmiLdJZCJ9.bAp8FYvDdS6BeDFTU1im79ybCPqR3TsGegyt0VIQroY&user_id=1"
[GIN] 2023/07/29 - 20:46:39 | 200 |    712.2148ms |   192.168.0.103 | GET      "/douyin/favorite/list/?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJpZCI6MSwiaXNzIjoidGlrdG9rIiwibmJmIjoxNjkwNjI3MzM2LCJzdWIiOiLnlKjmiLdJZCJ9.bAp8FYvDdS6BeDFTU1im79ybCPqR3TsGegyt0VIQroY&user_id=1"
[GIN] 2023/07/29 - 20:46:40 | 200 |    1.3603745s |   192.168.0.103 | GET      "/douyin/publish/list/?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJpZCI6MSwiaXNzIjoidGlrdG9rIiwibmJmIjoxNjkwNjI3MzM2LCJzdWIiOiLnlKjmiLdJZCJ9.bAp8FYvDdS6BeDFTU1im79ybCPqR3TsGegyt0VIQroY&user_id=1"
[GIN] 2023/07/29 - 20:46:51 | 200 |    2.9618768s |   192.168.0.103 | POST     "/douyin/publish/action/"
[GIN] 2023/07/29 - 20:46:53 | 200 |    839.9858ms |   192.168.0.103 | GET      "/douyin/favorite/list/?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJpZCI6MSwiaXNzIjoidGlrdG9rIiwibmJmIjoxNjkwNjI3MzM2LCJzdWIiOiLnlKjmiLdJZCJ9.bAp8FYvDdS6BeDFTU1im79ybCPqR3TsGegyt0VIQroY&user_id=1"
[GIN] 2023/07/29 - 20:46:54 | 200 |    2.0329824s |   192.168.0.103 | GET      "/douyin/publish/list/?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJpZCI6MSwiaXNzIjoidGlrdG9rIiwibmJmIjoxNjkwNjI3MzM2LCJzdWIiOiLnlKjmiLdJZCJ9.bAp8FYvDdS6BeDFTU1im79ybCPqR3TsGegyt0VIQroY&user_id=1"
[GIN-debug] redirecting request 301: /douyin/feed/ --> /douyin/feed/?latest_time=1675338758000&token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJpZCI6MSwiaXNzIjoidGlrdG9rIiwibmJmIjoxNjkwNjI3MzM2LCJzdWIiOiLnlKjmiLdJZCJ9.bAp8FYvDdS6BeDFTU1im79ybCPqR3TsGegyt0VIQroY
[GIN] 2023/07/29 - 20:47:01 | 200 |    3.5161149s |   192.168.0.103 | GET      "/douyin/feed/?latest_time=1675338758000&token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJpZCI6MSwiaXNzIjoidGlrdG9rIiwibmJmIjoxNjkwNjI3MzM2LCJzdWIiOiLnlKjmiLdJZCJ9.bAp8FYvDdS6BeDFTU1im79ybCPqR3TsGegyt0VIQroY"
[GIN] 2023/07/29 - 20:47:02 | 200 |     181.095ms |   192.168.0.103 | GET      "/douyin/favorite/list/?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJpZCI6MSwiaXNzIjoidGlrdG9rIiwibmJmIjoxNjkwNjI3MzM2LCJzdWIiOiLnlKjmiLdJZCJ9.bAp8FYvDdS6BeDFTU1im79ybCPqR3TsGegyt0VIQroY&user_id=3"
[GIN] 2023/07/29 - 20:47:03 | 200 |    697.7199ms |   192.168.0.103 | GET      "/douyin/publish/list/?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJpZCI6MSwiaXNzIjoidGlrdG9rIiwibmJmIjoxNjkwNjI3MzM2LCJzdWIiOiLnlKjmiLdJZCJ9.bAp8FYvDdS6BeDFTU1im79ybCPqR3TsGegyt0VIQroY&user_id=3"
